Dates,Google,Meta,JPM
2017-09-25,46.714,162.87,94.12
2017-09-26,46.872,164.21,93.7
2017-09-27,47.995,167.68,95.18
2017-09-28,48.241,168.73,95.38
2017-09-29,48.686,170.87,95.51
2017-10-02,48.374,169.47,96.84
2017-10-03,48.604,169.96,97.35
2017-10-04,48.339,168.42,96.36
2017-10-05,49.26,171.24,97.09
2017-10-06,49.682,172.23,96.92
2017-10-09,49.616,172.5,96.41
2017-10-10,49.39,171.59,97.13
2017-10-11,50.283,172.74,96.84
2017-10-12,50.283,172.55,95.99
2017-10-13,50.394,173.74,95.86
2017-10-16,50.468,174.52,97.84
2017-10-17,50.55,176.11,97.62
2017-10-18,50.637,176.03,97.99
2017-10-19,50.092,174.56,98.11
2017-10-20,50.254,174.98,99.51
2017-10-23,49.277,171.27,99.34
2017-10-24,49.425,171.8,100.92
2017-10-25,49.573,170.6,101.02
2017-10-26,49.571,170.63,101.74
2017-10-27,51.684,177.88,101.77
2017-10-30,51.657,179.87,101.41
2017-10-31,51.652,180.06,100.61
2017-11-01,52.13,182.66,100.92
2017-11-02,52.149,178.92,101.59
2017-11-03,52.5,178.92,101.41
2017-11-06,52.134,180.17,100.78
2017-11-07,52.62,180.25,98.75
2017-11-08,52.915,179.56,97.64
2017-11-09,52.386,179.3,97.63
2017-11-10,52.208,178.46,97.51
2017-11-13,52.06,178.77,97.86
2017-11-14,52.082,178.07,97.27
2017-11-15,51.821,177.95,98.19
2017-11-16,52.424,179.59,98.47
2017-11-17,51.795,179,98.14
2017-11-20,51.733,178.74,99.01
2017-11-21,52.515,181.86,98.93
2017-11-22,52.596,180.87,98.64
2017-11-23,52.596,180.87,98.64
2017-11-24,52.826,182.78,98.32
2017-11-27,53.601,183.03,97.93
2017-11-28,53.165,182.42,101.36
2017-11-29,51.869,175.13,103.73
2017-11-30,51.809,177.18,104.52
2017-12-01,51.253,175.1,104.79
2017-12-04,50.594,171.47,106.95
2017-12-05,50.98,172.83,105.72
2017-12-06,51.636,176.06,104.93
2017-12-07,52.229,180.14,104.62
2017-12-08,52.469,179,105.93
2017-12-11,52.599,179.04,105.62
2017-12-12,52.439,176.96,106.85
2017-12-13,52.57,178.3,105.51
2017-12-14,52.874,178.39,104.66
2017-12-15,53.6,180.18,106.14
2017-12-18,54.254,180.82,106.96
2017-12-19,53.989,179.51,106.51
2017-12-20,53.678,177.89,106.14
2017-12-21,53.543,177.45,107.83
2017-12-22,53.443,177.2,107.45
2017-12-25,53.443,177.2,107.45
2017-12-26,53.293,175.99,107.02
2017-12-27,53.01,177.62,107.22
2017-12-28,52.798,177.92,107.79
2017-12-29,52.67,176.46,106.94
2018-01-01,52.67,176.46,106.94
2018-01-02,53.661,181.42,107.95
2018-01-03,54.576,184.67,108.06
2018-01-04,54.788,184.33,109.04
2018-01-05,55.515,186.85,108.34
2018-01-08,55.711,188.28,108.5
2018-01-09,55.64,187.87,109.05
2018-01-10,55.507,187.84,110.25
2018-01-11,55.603,187.77,110.84
2018-01-12,56.533,179.37,112.67
2018-01-15,56.533,179.37,112.67
2018-01-16,56.535,178.39,112.27
2018-01-17,56.955,177.6,112.99
2018-01-18,56.799,179.8,113.26
2018-01-19,57.175,181.29,113.01
2018-01-22,58.208,185.37,114.33
2018-01-23,58.809,189.35,114.21
2018-01-24,58.564,186.55,115.67
2018-01-25,59.107,187.48,115.7
2018-01-26,59.378,190,116.32
2018-01-29,59.324,185.98,116.2
2018-01-30,58.869,187.12,115.11
2018-01-31,59.111,186.89,115.67
2018-02-01,59.079,193.09,116.87
2018-02-02,55.96,190.28,114.28
2018-02-05,53.12,181.26,108.8
2018-02-06,54.222,185.31,112.11
2018-02-07,52.771,180.18,112.87
2018-02-08,50.386,171.58,107.88
2018-02-09,52.314,176.11,110.04
2018-02-12,52.728,176.41,111.74
2018-02-13,52.707,173.15,112.43
2018-02-14,53.635,179.52,115.03
2018-02-15,54.568,179.96,115.51
2018-02-16,54.775,177.36,114.68
2018-02-19,54.775,177.36,114.68
2018-02-20,55.18,176.01,114.71
2018-02-21,55.688,177.91,115.19
2018-02-22,55.495,178.99,114.98
2018-02-23,56.405,183.29,117.31
2018-02-26,57.185,184.93,118.77
2018-02-27,55.876,181.46,117.36
2018-02-28,55.196,178.32,115.5
2018-03-01,53.571,175.94,113.43
2018-03-02,54.207,176.62,113.32
2018-03-05,54.738,180.4,115.06
2018-03-06,55.045,179.78,115.16
2018-03-07,55.752,183.71,114.73
2018-03-08,56.469,182.34,114.74
2018-03-09,58.042,185.23,118.04
2018-03-12,58.297,184.76,117.66
2018-03-13,56.996,181.88,116.25
2018-03-14,57.445,184.19,114.95
2018-03-15,57.531,183.86,115.24
2018-03-16,56.721,185.09,115.44
2018-03-19,55.003,172.56,114.53
2018-03-20,54.79,168.15,114.64
2018-03-21,54.7,169.39,114.74
2018-03-22,52.658,164.89,109.95
2018-03-23,51.328,159.39,107.01
2018-03-26,52.704,160.06,110.31
2018-03-27,50.347,152.22,108.17
2018-03-28,50.259,153.03,108
2018-03-29,51.857,159.79,109.97
2018-03-30,51.857,159.79,109.97
2018-04-02,50.632,155.39,107.85
2018-04-03,50.934,156.11,109.33
2018-04-04,51.486,155.1,110.99
2018-04-05,51.632,159.34,111.88
2018-04-06,50.498,157.2,109.09
2018-04-09,51.005,157.93,110.4
2018-04-10,51.825,165.04,112.51
2018-04-11,51.253,166.32,110.62
2018-04-12,51.865,163.87,113.37
2018-04-13,51.802,164.52,110.3
2018-04-16,52.305,164.83,110.21
2018-04-17,53.968,168.66,110.21
2018-04-18,53.77,166.36,109.32
2018-04-19,54.473,168.1,111.72
2018-04-20,53.866,166.28,111.47
2018-04-23,53.691,165.84,110.93
2018-04-24,51.132,159.69,110.41
2018-04-25,51.15,159.69,109.99
2018-04-26,52.165,174.16,110.1
2018-04-27,51.573,173.59,109.4
2018-04-30,50.929,172,108.78
2018-05-01,52.038,173.86,108.78
2018-05-02,51.302,176.07,107.92
2018-05-03,51.315,174.02,107.24
2018-05-04,52.55,176.61,108.43
2018-05-07,52.973,177.97,109.37
2018-05-08,52.93,178.92,110.99
2018-05-09,54.448,182.66,113.41
2018-05-10,55.274,185.53,114.29
2018-05-11,55.169,186.99,113.86
2018-05-14,55.33,186.64,113.9
2018-05-15,54.244,184.32,113.03
2018-05-16,54.204,183.2,113.34
2018-05-17,54.063,183.76,112.96
2018-05-18,53.482,182.68,111.13
2018-05-21,54.201,184.49,112.15
2018-05-22,53.765,183.8,113.01
2018-05-23,54.298,186.9,112.49
2018-05-24,54.273,185.93,111.23
2018-05-25,54.204,184.92,110.66
2018-05-28,54.204,184.92,110.66
2018-05-29,53.403,185.74,105.93
2018-05-30,53.874,187.67,108.35
2018-05-31,55,191.78,107.01
2018-06-01,56.75,193.99,108.4
2018-06-04,57.652,193.28,108.45
2018-06-05,57.551,192.94,107.84
2018-06-06,57.348,191.34,110.36
2018-06-07,56.721,188.18,110.8
2018-06-08,56.636,189.1,111.11
2018-06-11,57.045,191.54,110.83
2018-06-12,57.41,192.4,110.19
2018-06-13,57.212,192.41,109.97
2018-06-14,58.006,196.81,108.03
2018-06-15,57.963,195.85,107.9
2018-06-18,59.179,198.31,108.18
2018-06-19,58.935,197.49,107.55
2018-06-20,59.204,202,107.54
2018-06-21,58.472,201.5,107.51
2018-06-22,58.465,201.74,105.75
2018-06-25,56.964,196.35,104.79
2018-06-26,56.631,199,104.86
2018-06-27,55.847,195.84,103.24
2018-06-28,56.339,196.23,104.93
2018-06-29,56.46,194.32,104.2
2018-07-02,57.105,197.36,105.08
2018-07-03,55.814,192.73,103.61
2018-07-04,55.814,192.73,103.61
2018-07-05,57.064,198.45,103.72
2018-07-06,57.754,203.23,104.06
2018-07-09,58.364,204.74,107.28
2018-07-10,58.357,203.54,106.62
2018-07-11,58.573,202.54,106.39
2018-07-12,60.063,206.92,106.85
2018-07-13,60.221,207.32,106.36
2018-07-16,59.826,207.23,110.58
2018-07-17,60.654,209.99,110.5
2018-07-18,60.646,209.36,111.53
2018-07-19,59.955,208.09,109.89
2018-07-20,59.894,209.94,111.28
2018-07-23,60.55,210.91,113.35
2018-07-24,62.908,214.67,114.15
2018-07-25,63.797,217.5,115.18
2018-07-26,64.275,176.26,114.85
2018-07-27,62.645,174.89,116.03
2018-07-30,61.502,171.06,116.73
2018-07-31,61.361,172.58,114.95
2018-08-01,61.65,171.65,115.66
2018-08-02,62.057,176.37,116.15
2018-08-03,61.908,177.78,117.09
2018-08-06,61.884,185.69,117.12
2018-08-07,62.792,183.81,117.55
2018-08-08,63.067,185.18,117.79
2018-08-09,63.223,183.09,116.88
2018-08-10,62.626,180.26,115.73
2018-08-13,62.432,180.05,113.89
2018-08-14,62.907,181.11,114.65
2018-08-15,61.611,179.53,113.7
2018-08-16,61.203,174.7,114.77
2018-08-17,60.793,173.8,114.77
2018-08-20,61.098,172.5,114.62
2018-08-21,60.871,172.62,115.32
2018-08-22,61.088,173.64,114.97
2018-08-23,61.058,172.9,114.73
2018-08-24,61.838,174.645,114.68
2018-08-27,62.814,177.46,116.71
2018-08-28,62.293,176.26,116.14
2018-08-29,63.233,175.9,115.76
2018-08-30,62.722,177.64,115.19
2018-08-31,61.59,175.73,114.58
2018-09-03,61.59,175.73,114.58
2018-09-04,60.566,171.16,115.15
2018-09-05,59.955,167.18,114.59
2018-09-06,59.2,162.53,114.1
2018-09-07,58.879,163.04,114.32
2018-09-10,58.753,164.18,113.71
2018-09-11,59.5,165.94,114.43
2018-09-12,58.58,162,113.08
2018-09-13,59.107,161.36,113.52
2018-09-14,58.899,162.32,113.5
2018-09-17,57.991,160.58,113.84
2018-09-18,58.355,160.3,114.3
2018-09-19,58.713,163.06,117.62
2018-09-20,59.579,166.02,118.63
2018-09-21,58.606,162.93,117.85
2018-09-24,58.978,165.41,116.72
2018-09-25,59.695,164.91,116.39
2018-09-26,59.703,166.95,115.02
2018-09-27,60.368,168.84,114.52
2018-09-28,60.354,164.46,112.84
2018-10-01,60.427,162.44,113.5
2018-10-02,60.382,159.33,113.97
2018-10-03,60.576,162.43,115.04
2018-10-04,58.854,158.85,115.27
2018-10-05,58.391,157.33,114.62
2018-10-08,57.796,157.25,115.32
2018-10-09,57.259,157.9,114.52
2018-10-10,54.608,151.38,111.47
2018-10-11,54.537,153.35,108.13
2018-10-12,56.027,153.74,106.95
2018-10-15,55.122,153.52,106.34
2018-10-16,56.654,158.78,108.62
2018-10-17,56.379,159.42,109.83
2018-10-18,54.896,154.92,108.09
2018-10-19,55.259,154.05,107.91
2018-10-22,55.568,154.78,106.36
2018-10-23,55.746,154.39,105.25
2018-10-24,52.856,146.04,103.29
2018-10-25,55.18,150.95,104.86
2018-10-26,54.188,145.37,103.42
2018-10-29,51.737,142.09,104.85
2018-10-30,52.476,146.22,106.7
2018-10-31,54.529,151.79,109.02
2018-11-01,54.299,151.75,108.98
2018-11-02,53.575,150.35,108.38
2018-11-05,52.787,148.68,109.09
2018-11-06,53.479,149.94,109.6
2018-11-07,55.412,151.53,111.48
2018-11-08,54.732,147.87,112.38
2018-11-09,53.851,144.96,111.29
2018-11-12,52.468,141.55,108.95
2018-11-13,52.399,142.16,109.59
2018-11-14,52.729,144.22,107.33
2018-11-15,53.552,143.85,110.07
2018-11-16,53.414,139.53,109.99
2018-11-19,51.371,131.55,110.83
2018-11-20,51.523,132.43,108.45
2018-11-21,52.172,134.82,107.64
2018-11-22,52.172,134.82,107.64
2018-11-23,51.505,131.73,106.65
2018-11-26,52.797,136.38,109.26
2018-11-27,52.614,135,109.72
2018-11-28,54.59,136.76,110.94
2018-11-29,54.729,138.68,110.06
2018-11-30,55.483,140.61,111.19
2018-12-03,55.818,141.09,112.24
2018-12-04,53.124,137.93,107.23
2018-12-05,53.124,137.93,107.23
2018-12-06,53.904,139.63,105.19
2018-12-07,52.329,137.42,103.29
2018-12-10,52.659,141.85,101.36
2018-12-11,53.083,142.08,100.37
2018-12-12,53.687,144.5,101.02
2018-12-13,53.677,145.01,101.12
2018-12-14,52.586,144.06,100.29
2018-12-17,51.283,140.19,99.01
2018-12-18,52.171,143.66,98.54
2018-12-19,51.773,133.24,97.29
2018-12-20,51.179,133.4,96.45
2018-12-21,49.563,124.95,94.17
2018-12-24,49.234,124.06,92.14
2018-12-25,49.234,124.06,92.14
2018-12-26,52.393,134.18,95.96
2018-12-27,52.645,134.52,97.04
2018-12-28,52.334,133.2,96.83
2018-12-31,52.248,131.09,97.62
2019-01-01,52.248,131.09,97.62
2019-01-02,52.734,135.68,99.31
2019-01-03,51.274,131.74,97.11
2019-01-04,53.903,137.95,100.69
2019-01-07,53.796,138.05,100.76
2019-01-08,54.268,142.53,100.57
2019-01-09,54.083,144.23,100.4
2019-01-10,53.942,144.2,100.39
2019-01-11,53.224,143.8,99.91
2019-01-14,52.576,145.39,100.94
2019-01-15,54.326,148.95,101.68
2019-01-16,54.476,147.54,102.5
2019-01-17,54.956,148.3,102.92
2019-01-18,55.365,150.04,104.59
2019-01-21,55.365,150.04,104.59
2019-01-22,53.932,147.57,102.94
2019-01-23,54.221,144.3,102.68
2019-01-24,54.2,145.83,102.74
2019-01-25,55.076,149.01,103.39
2019-01-28,53.993,147.47,103.88
2019-01-29,53.503,144.19,104.17
2019-01-30,54.9,150.42,104.41
2019-01-31,56.295,166.69,103.5
2019-02-01,55.931,165.71,103.88
2019-02-04,57.071,169.25,104.25
2019-02-05,57.593,171.16,103.79
2019-02-06,56.145,170.49,103.74
2019-02-07,55.296,166.38,102.38
2019-02-08,55.119,167.33,101.36
2019-02-11,55.106,165.79,100.88
2019-02-12,56.379,165.04,102.6
2019-02-13,56.432,164.07,103.09
2019-02-14,56.46,163.95,102.42
2019-02-15,55.982,162.5,105.55
2019-02-18,55.982,162.5,105.55
2019-02-19,56.326,162.29,105.18
2019-02-20,56.03,162.56,105.69
2019-02-21,55.211,160.04,105.47
2019-02-22,55.828,161.89,105
2019-02-25,55.866,164.62,106.1
2019-02-26,56.101,164.13,105.29
2019-02-27,56.145,162.81,105.16
2019-02-28,56.328,161.45,104.36
2019-03-01,57.426,162.28,104.43
2019-03-04,57.671,167.37,104.19
2019-03-05,58.46,171.26,104.11
2019-03-06,58.247,172.51,103.72
2019-03-07,57.543,169.13,102.97
2019-03-08,57.499,169.6,103.01
2019-03-11,58.963,172.07,104.35
2019-03-12,59.863,171.92,104.04
2019-03-13,59.953,173.37,104.39
2019-03-14,59.627,170.17,105.34
2019-03-15,59.515,165.98,106.55
2019-03-18,59.427,160.47,107.19
2019-03-19,60.123,161.57,106.8
2019-03-20,61.322,165.44,104.52
2019-03-21,61.807,166.08,102.87
2019-03-22,60.383,164.34,99.76
2019-03-25,59.869,166.29,98.93
2019-03-26,59.492,167.68,99.92
2019-03-27,58.901,165.87,99.58
2019-03-28,58.614,165.55,100.71
2019-03-29,58.845,166.69,101.23
2019-04-01,59.949,168.7,104.64
2019-04-02,60.277,174.2,105.14
2019-04-03,60.54,173.54,105.35
2019-04-04,60.973,176.02,105.56
2019-04-05,60.573,175.72,105.31
2019-04-08,60.414,174.93,105.65
2019-04-09,60.135,177.58,104.87
2019-04-10,60.323,177.82,105.34
2019-04-11,60.479,177.51,106.23
2019-04-12,61.137,179.1,111.21
2019-04-15,61.326,179.65,109.94
2019-04-16,61.596,178.87,111.1
2019-04-17,62.007,178.78,114.3
2019-04-18,62.074,178.28,113.46
2019-04-19,62.074,178.28,113.46
2019-04-22,62.688,181.44,113.6
2019-04-23,63.53,183.78,113.74
2019-04-24,63.003,182.58,113.55
2019-04-25,63.367,193.26,113.61
2019-04-26,63.871,191.49,114.47
2019-04-29,64.81,194.78,116.12
2019-04-30,59.948,193.4,116.05
2019-05-01,58.666,193.03,115.16
2019-05-02,58.326,192.53,115.41
2019-05-03,59.478,195.47,116.12
2019-05-06,59.673,193.88,115.09
2019-05-07,58.943,189.77,113.21
2019-05-08,58.539,189.54,112.61
2019-05-09,58.399,188.65,112.52
2019-05-10,58.382,188.34,112.51
2019-05-13,56.829,181.54,109.45
2019-05-14,56.243,180.73,110.32
2019-05-15,58.54,186.27,109.9
2019-05-16,59.225,186.99,111.31
2019-05-17,58.439,185.3,110.77
2019-05-20,57.233,182.72,111.35
2019-05-21,57.722,184.82,111.73
2019-05-22,57.793,185.32,110.82
2019-05-23,57.267,180.87,108.64
2019-05-24,56.93,181.06,109.71
2019-05-27,56.93,181.06,109.71
2019-05-28,56.978,184.31,108.52
2019-05-29,55.997,182.19,108.22
2019-05-30,56.071,183.01,107.06
2019-05-31,55.325,177.47,105.96
2019-06-03,51.937,164.15,106.46
2019-06-04,52.725,167.5,109.74
2019-06-05,52.232,168.17,110.13
2019-06-06,52.388,168.33,110.37
2019-06-07,53.418,173.35,109.16
2019-06-10,54.138,174.82,110.34
2019-06-11,54.052,178.1,110.68
2019-06-12,53.955,175.04,109.27
2019-06-13,54.551,177.47,109.54
2019-06-14,54.315,181.33,109.82
2019-06-17,54.695,189.01,109.22
2019-06-18,55.262,188.47,110.71
2019-06-19,55.226,187.48,109.91
2019-06-20,55.66,189.53,110.19
2019-06-21,56.268,191.14,109.44
2019-06-24,55.835,192.6,108.66
2019-06-25,54.379,188.84,107.76
2019-06-26,54.016,187.66,108.48
2019-06-27,53.832,189.5,108.84
2019-06-28,54.14,193,111.8
2019-07-01,55,193,113.68
2019-07-02,55.63,195,113.8
2019-07-03,56.15,197.2,112.82
2019-07-04,56.15,197.2,112.82
2019-07-05,56.633,196.4,113.49
2019-07-08,55.84,195.76,112.87
2019-07-09,56.215,199.21,113.35
2019-07-10,57.046,202.73,113.02
2019-07-11,57.204,201.23,114.1
2019-07-12,57.267,204.87,115.3
2019-07-15,57.526,203.91,113.9
2019-07-16,57.673,203.84,115.12
2019-07-17,57.337,201.8,113.99
2019-07-18,57.362,200.78,114.67
2019-07-19,56.578,198.36,113.54
2019-07-22,56.961,202.32,114.27
2019-07-23,57.402,202.36,116.36
2019-07-24,56.987,204.66,116.83
2019-07-25,56.797,200.71,115.71
2019-07-26,62.261,199.75,116.22
2019-07-29,62.092,195.94,115.85
2019-07-30,61.4,197.04,115.59
2019-07-31,60.91,194.23,116
2019-08-01,60.589,192.73,112.94
2019-08-02,59.816,189.02,112.93
2019-08-05,57.738,181.73,109.57
2019-08-06,58.554,184.51,110.43
2019-08-07,58.796,185.15,108.03
2019-08-08,60.31,190.16,109.86
2019-08-09,59.445,187.85,109.74
2019-08-12,58.725,185.37,107.68
2019-08-13,59.837,188.45,109.34
2019-08-14,58.213,179.71,104.8
2019-08-15,58.466,182.59,105.2
2019-08-16,58.961,183.7,107.72
2019-08-19,60.022,186.17,108.69
2019-08-20,59.177,183.81,107.31
2019-08-21,59.579,183.55,107.61
2019-08-22,59.576,182.04,108.72
2019-08-23,57.679,177.75,106.02
2019-08-26,58.559,180.36,106.87
2019-08-27,58.541,181.3,105.74
2019-08-28,58.688,181.76,106.8
2019-08-29,59.712,185.57,109.22
2019-08-30,59.527,185.67,109.86
2019-09-02,59.527,185.67,109.86
2019-09-03,58.478,182.39,108.56
2019-09-04,59.114,187.14,109.87
2019-09-05,60.61,190.9,112.37
2019-09-06,60.316,187.49,112.61
2019-09-09,60.264,188.76,115.4
2019-09-10,60.285,186.17,116.87
2019-09-11,61,188.49,117.19
2019-09-12,61.749,187.47,117.91
2019-09-13,62.002,187.19,120.23
2019-09-16,61.582,186.22,119.16
2019-09-17,61.494,188.08,118.57
2019-09-18,61.633,188.14,119.76
2019-09-19,61.938,190.14,119.38
2019-09-20,61.492,189.93,118.9
2019-09-23,61.735,186.82,118.88
2019-09-24,60.917,181.28,117.33
2019-09-25,62.297,182.8,118
2019-09-26,62.115,180.11,117.03
2019-09-27,61.298,177.1,117.72
2019-09-30,61.057,178.08,117.69
2019-10-01,60.3,175.81,115.55
2019-10-02,58.896,174.6,113.25
2019-10-03,59.472,179.38,112.19
2019-10-04,60.548,180.45,114.62
2019-10-07,60.413,179.68,114.37
2019-10-08,59.507,177.75,111.82
2019-10-09,60.12,179.85,112.63
2019-10-10,60.474,180.03,114.21
2019-10-11,60.786,184.19,116.14
2019-10-14,60.889,183.28,116.45
2019-10-15,62.112,188.89,119.96
2019-10-16,62.15,189.55,119.68
2019-10-17,62.64,190.39,120.35
2019-10-18,62.221,185.85,120.56
2019-10-21,62.214,189.76,123.55
2019-10-22,62.06,182.34,124.79
2019-10-23,62.882,186.15,125.12
2019-10-24,62.955,186.38,125.03
2019-10-25,63.215,187.89,126.03
2019-10-28,64.449,189.4,126.51
2019-10-29,63.033,189.31,126.43
2019-10-30,63.035,188.25,125.73
2019-10-31,62.94,191.65,124.92
2019-11-01,63.613,193.62,127.8
2019-11-04,64.48,194.72,128.82
2019-11-05,64.572,194.32,129.1
2019-11-06,64.551,191.55,129.3
2019-11-07,65.347,190.42,130
2019-11-08,65.45,190.84,130.38
2019-11-11,64.914,189.61,129.92
2019-11-12,64.861,194.47,129.16
2019-11-13,64.809,193.19,128.48
2019-11-14,65.458,193.15,128.6
2019-11-15,66.677,195.1,129.53
2019-11-18,65.992,197.4,130.62
2019-11-19,65.63,199.32,130.58
2019-11-20,65.093,197.51,129.63
2019-11-21,65.007,197.93,129.93
2019-11-22,64.684,198.82,130.79
2019-11-25,65.282,199.79,131.49
2019-11-26,65.65,198.97,131.67
2019-11-27,65.607,202,132.06
2019-11-28,65.607,202,132.06
2019-11-29,65.204,201.64,131.76
2019-12-02,64.443,199.7,131.47
2019-12-03,64.737,198.82,129.78
2019-12-04,65.947,198.71,132.34
2019-12-05,66.348,199.36,133.06
2019-12-06,66.97,201.05,135.04
2019-12-09,67.15,201.34,134.41
2019-12-10,67.145,200.87,134.5
2019-12-11,67.213,202.26,134.18
2019-12-12,67.425,196.75,138.02
2019-12-13,67.343,194.11,136.81
2019-12-16,68.035,197.92,137.34
2019-12-17,67.745,198.39,138.18
2019-12-18,67.596,202.5,138.04
2019-12-19,67.822,206.06,137.35
2019-12-20,67.561,206.3,137.24
2019-12-23,67.532,206.18,137.2
2019-12-24,67.222,205.12,137.58
2019-12-25,67.222,205.12,137.58
2019-12-26,68.124,207.79,139.04
2019-12-27,67.732,208.1,139.14
2019-12-30,66.986,204.41,138.63
2019-12-31,66.97,205.25,139.4
2020-01-01,66.97,205.25,139.4
2020-01-02,68.434,209.78,141.09
2020-01-03,68.076,208.67,138.34
2020-01-06,69.891,212.6,138.23
2020-01-07,69.756,213.06,135.88
2020-01-08,70.252,215.22,136.94
2020-01-09,70.989,218.3,137.44
2020-01-10,71.448,218.06,136.07
2020-01-13,72.002,221.91,137.2
2020-01-14,71.53,219.06,138.8
2020-01-15,71.96,221.15,136.72
2020-01-16,72.508,221.77,137.25
2020-01-17,73.976,222.14,138.2
2020-01-20,73.976,222.14,138.2
2020-01-21,74.113,221.44,136.84
2020-01-22,74.209,221.32,136.68
2020-01-23,74.235,219.76,136.54
2020-01-24,73.309,217.94,133.15
2020-01-27,71.587,214.87,132.03
2020-01-28,72.525,217.79,134.43
2020-01-29,72.835,223.23,134.23
2020-01-30,72.713,209.53,135.89
2020-01-31,71.639,201.91,132.36
2020-02-03,74.13,204.19,133.37
2020-02-04,72.271,209.83,135.29
2020-02-05,72.303,210.11,137.59
2020-02-06,73.799,210.85,137.61
2020-02-07,73.956,212.33,137.17
2020-02-10,75.433,213.06,137.74
2020-02-11,75.503,207.19,138
2020-02-12,75.932,210.76,138
2020-02-13,75.67,213.14,137.88
2020-02-14,75.937,214.18,137.46
2020-02-17,75.937,214.18,137.46
2020-02-18,75.972,217.8,135.64
2020-02-19,76.244,217.49,137.49
2020-02-20,75.85,214.58,137.49
2020-02-21,74.173,210.18,135.81
2020-02-24,70.993,200.72,132.16
2020-02-25,69.316,196.77,126.26
2020-02-26,69.524,197.2,126.64
2020-02-27,65.748,189.75,121.37
2020-02-28,66.963,192.47,116.11
2020-03-02,69.316,196.44,121.52
2020-03-03,66.886,185.89,116.96
2020-03-04,69.08,191.76,119.85
2020-03-05,65.738,185.17,113.97
2020-03-06,64.787,181.09,108.08
2020-03-09,60.79,169.5,93.44
2020-03-10,63.759,178.19,100.7
2020-03-11,60.545,170.24,95.96
2020-03-12,55.578,154.47,88.05
2020-03-13,60.713,170.28,103.91
2020-03-16,53.65,146.01,88.36
2020-03-17,55.903,149.42,93.76
2020-03-18,54.56,146.96,83.89
2020-03-19,55.584,153.13,85.3
2020-03-20,53.411,149.73,83.5
2020-03-23,52.707,148.1,79.03
2020-03-24,56.501,160.98,88.43
2020-03-25,55.081,156.21,91.73
2020-03-26,58.146,163.34,98.12
2020-03-27,55.513,156.79,91.13
2020-03-30,57.316,165.95,93.5
2020-03-31,58.098,166.8,90.03
2020-04-01,55.105,159.6,84.36
2020-04-02,55.852,158.19,87.51
2020-04-03,54.635,154.18,84.05
2020-04-06,59.16,165.55,89.46
2020-04-07,59.128,168.83,90.64
2020-04-08,60.35,174.28,94.3
2020-04-09,60.329,175.19,102.76
2020-04-10,60.329,175.19,102.76
2020-04-13,60.521,174.79,98.19
2020-04-14,63.262,178.17,95.5
2020-04-15,62.865,176.97,90.79
2020-04-16,62.872,176.25,87.33
2020-04-17,63.95,179.24,95.18
2020-04-20,63.058,178.24,91.71
2020-04-21,60.608,170.8,89.05
2020-04-22,62.921,182.28,89.34
2020-04-23,63.559,185.13,89.39
2020-04-24,63.83,190.07,90.71
2020-04-27,63.543,187.5,94.62
2020-04-28,61.629,182.91,95.29
2020-04-29,67.109,194.19,97.86
2020-04-30,67.335,204.71,95.76
2020-05-01,65.866,202.27,93.25
2020-05-04,66.145,205.26,92.14
2020-05-05,67.451,207.07,92
2020-05-06,67.272,208.47,90.27
2020-05-07,68.464,211.26,91.21
2020-05-08,69.217,212.35,92.7
2020-05-11,70.179,213.18,89.97
2020-05-12,68.759,210.1,87.03
2020-05-13,67.417,205.1,84.03
2020-05-14,67.843,206.81,87.52
2020-05-15,68.653,210.88,85.9
2020-05-18,69.259,213.19,90.45
2020-05-19,68.72,216.88,88.67
2020-05-20,70.458,229.97,91.33
2020-05-21,70.338,231.39,90.17
2020-05-22,70.662,234.91,89.47
2020-05-25,70.662,234.91,89.47
2020-05-26,71.069,232.2,95.82
2020-05-27,71.014,229.14,101.37
2020-05-28,70.912,225.46,99.86
2020-05-29,71.676,225.09,97.31
2020-06-01,71.744,231.91,98.6
2020-06-02,72.116,232.72,98.93
2020-06-03,71.963,230.16,104.27
2020-06-04,70.715,226.29,106.44
2020-06-05,72.001,230.77,111.23
2020-06-08,72.402,231.4,113.45
2020-06-09,72.604,238.67,110.54
2020-06-10,73.235,236.73,106.06
2020-06-11,70.095,224.43,97.21
2020-06-12,70.646,228.58,99.87
2020-06-15,71.037,232.5,101.25
2020-06-16,72.324,235.65,102.06
2020-06-17,72.627,235.53,99.48
2020-06-18,71.706,235.94,98.94
2020-06-19,71.232,238.79,97.81
2020-06-22,72.533,239.22,96.75
2020-06-23,73.199,242.24,97.93
2020-06-24,71.635,234.02,94.66
2020-06-25,72.055,235.68,97.96
2020-06-26,68.127,216.08,92.59
2020-06-29,69.859,220.64,93
2020-06-30,70.903,227.07,94.06
2020-07-01,72.1,237.55,93.26
2020-07-02,73.497,233.42,92.66
2020-07-03,73.497,233.42,92.66
2020-07-06,74.983,240.28,95
2020-07-07,74.496,240.86,92.32
2020-07-08,75.18,243.58,93.3
2020-07-09,75.933,244.5,91.28
2020-07-10,76.951,245.07,96.27
2020-07-13,75.612,239,97.65
2020-07-14,76.043,239.73,98.21
2020-07-15,75.844,240.28,99.73
2020-07-16,75.746,240.93,100.01
2020-07-17,75.843,242.03,98.16
2020-07-20,78.192,245.42,97.3
2020-07-21,77.796,241.75,99.41
2020-07-22,78.242,239.87,98.69
