Dates,Google,Meta,JPM
2023-05-23,122.56,246.74,136.59
2023-05-24,120.9,249.21,135.34
2023-05-25,123.48,252.69,135.67
2023-05-26,124.61,262.04,136.94
2023-05-29,124.61,262.04,136.94
2023-05-30,123.67,262.52,137.46
2023-05-31,122.87,264.72,135.71
2023-06-01,123.72,272.61,137.58
2023-06-02,124.67,272.61,140.47
2023-06-05,126.01,271.39,139.09
2023-06-06,127.31,271.12,139.34
2023-06-07,122.5,263.6,140.69
2023-06-08,122.14,264.58,140.73
2023-06-09,122.23,264.95,141.01
2023-06-12,123.64,271.05,141
2023-06-13,123.83,271.32,142.02
2023-06-14,123.67,273.35,141.49
2023-06-15,125.09,281.83,143.09
2023-06-16,123.53,281,143.26
2023-06-19,123.53,281,143.26
2023-06-20,123.1,284.33,142.53
2023-06-21,120.55,281.64,142.32
2023-06-22,123.15,284.88,139.58
2023-06-23,122.34,288.73,138.85
2023-06-26,118.34,278.47,139.19
2023-06-27,118.33,287.05,139.2
2023-06-28,120.18,285.29,138.59
2023-06-29,119.1,281.53,143.43
2023-06-30,119.7,286.98,145.44
2023-07-03,119.9,286.02,146.61
2023-07-04,119.9,286.02,146.61
2023-07-05,121.75,294.37,144.64
2023-07-06,120.11,291.99,143.21
2023-07-07,119.48,290.53,144.34
2023-07-10,116.45,294.1,145.15
2023-07-11,117.14,298.29,147.42
2023-07-12,118.93,309.34,148.15
2023-07-13,124.54,313.41,148.87
2023-07-14,125.42,308.87,149.77
2023-07-17,124.65,310.62,153.38
2023-07-18,123.76,312.05,153.66
2023-07-19,122.03,316.01,154.25
2023-07-20,119.2,302.52,156.15
2023-07-21,120.02,294.26,154.95
2023-07-24,121.53,291.61,158
2023-07-25,122.21,294.47,156.82
2023-07-26,129.27,298.57,157.76
2023-07-27,129.4,311.71,156.02
2023-07-28,132.58,325.48,156.91
2023-07-31,132.72,318.6,157.96
2023-08-01,131.55,322.71,157.18
2023-08-02,128.38,314.31,155.4
2023-08-03,128.45,313.19,156.35
2023-08-04,128.11,310.73,156.02
2023-08-07,131.53,316.56,156.76
2023-08-08,131.4,312.64,155.88
2023-08-09,129.66,305.21,153.79
2023-08-10,129.69,305.74,153.56
2023-08-11,129.56,301.64,154.45
2023-08-14,131.33,306.19,154.77
2023-08-15,129.78,301.95,150.83
2023-08-16,128.7,294.29,150.19
2023-08-17,129.92,285.09,148.63
2023-08-18,127.46,283.25,148.97
2023-08-21,128.37,289.9,149.48
2023-08-22,129.08,287.6,146.38
2023-08-23,132.37,294.24,147.37
2023-08-24,129.78,286.75,147.23
2023-08-25,129.88,285.5,147.05
2023-08-28,131.01,290.26,147.56
2023-08-29,134.57,297.99,148.76
2023-08-30,135.88,295.1,148.16
2023-08-31,136.17,295.89,146.33
2023-09-01,135.66,296.38,146.82
2023-09-04,135.66,296.38,146.82
2023-09-05,135.77,300.15,145.2
2023-09-06,134.46,299.17,144.96
2023-09-07,135.26,298.67,143.72
2023-09-08,136.38,297.89,143.83
2023-09-11,136.92,307.56,144.46
2023-09-12,135.34,301.66,146.34
2023-09-13,136.71,305.06,146.41
2023-09-14,138.1,311.72,149.25
2023-09-15,137.4,300.31,148.81
2023-09-18,138.21,302.55,149.12
2023-09-19,138.04,305.07,148.93
2023-09-20,133.74,299.67,148.3
2023-09-21,130.44,295.73,147.14
2023-09-22,130.25,299.08,145.73
2023-09-25,131.11,300.83,146.45
2023-09-26,128.565,298.96,144.93
2023-09-27,130.54,297.74,145.78
2023-09-28,132.31,303.96,147.59
2023-09-29,130.86,300.21,145.02
2023-10-02,134.17,306.82,143.77
2023-10-03,132.43,300.94,142.71
2023-10-04,135.24,305.58,143.35
2023-10-05,135.07,304.79,142.9
2023-10-06,137.58,315.43,145.1
2023-10-09,138.42,318.36,144.77
2023-10-10,138.06,321.84,145.65
2023-10-11,140.55,327.82,146.15
2023-10-12,138.97,324.16,145.81
2023-10-13,137.36,314.69,148
2023-10-16,139.095,321.15,147.85
2023-10-17,139.72,324,147.53
2023-10-18,137.96,316.97,145.91
2023-10-19,137.75,312.81,145.29
2023-10-20,135.6,308.65,142.95
2023-10-23,136.5,314.01,141
2023-10-24,138.81,312.55,141.17
2023-10-25,125.61,299.53,140.4
2023-10-26,122.28,288.35,140.76
2023-10-27,122.17,296.73,135.69
2023-10-30,124.46,302.66,137.42
2023-10-31,124.08,301.27,139.06
2023-11-01,126.45,311.85,138.94
2023-11-02,127.49,310.87,141.42
2023-11-03,129.1,314.6,143
2023-11-06,130.25,315.8,144.08
2023-11-07,130.97,318.82,144.01
2023-11-08,131.84,319.78,144.72
2023-11-09,130.24,320.55,144.29
2023-11-10,132.59,328.77,146.43
2023-11-13,132.09,329.19,145.78
2023-11-14,133.62,336.31,148.44
2023-11-15,134.62,332.71,149.74
2023-11-16,136.93,334.19,151.45
2023-11-17,135.31,335.04,152.82
2023-11-20,136.25,339.97,153.29
2023-11-21,136.97,336.98,152.97
2023-11-22,138.49,341.49,153.33
2023-11-23,138.49,341.49,153.33
2023-11-24,136.69,338.23,153.54
2023-11-27,136.41,334.7,153.19
2023-11-28,137.2,338.99,153.54
2023-11-29,134.99,332.2,154.32
2023-11-30,132.53,327.15,156.08
2023-12-01,131.86,324.82,156.84
2023-12-04,129.27,320.02,157.99
2023-12-05,130.99,318.29,157.97
2023-12-06,130.02,317.45,156.31
2023-12-07,136.93,326.59,156.79
2023-12-08,134.99,332.75,158.52
2023-12-11,133.29,325.28,159.1
2023-12-12,132.52,334.22,160.52
2023-12-13,132.57,334.74,161.06
2023-12-14,131.94,333.17,163.99
2023-12-15,132.6,334.92,165.23
2023-12-18,135.8,344.62,166.23
2023-12-19,136.65,350.36,168.45
2023-12-20,138.34,349.28,166.55
2023-12-21,140.42,354.09,167.5
2023-12-22,141.49,353.39,167.4
2023-12-25,141.49,353.39,167.4
2023-12-26,141.52,354.83,168.39
2023-12-27,140.37,357.83,169.4
2023-12-28,140.23,358.32,170.3
2023-12-29,139.69,353.96,170.1
2024-01-01,139.69,353.96,170.1
2024-01-02,138.17,346.29,172.08
2024-01-03,138.92,344.47,171.33
2024-01-04,136.39,347.12,171.41
2024-01-05,135.73,351.95,172.27
2024-01-08,138.84,358.66,172.02
2024-01-09,140.95,357.43,170.66
2024-01-10,142.28,370.47,171.02
2024-01-11,142.08,369.67,170.3
2024-01-12,142.65,374.49,169.05
2024-01-15,142.65,374.49,169.05
2024-01-16,142.49,367.46,167.99
2024-01-17,141.47,368.37,167.09
2024-01-18,143.48,376.13,167.42
2024-01-19,146.38,383.45,170.31
2024-01-22,145.99,381.78,170.11
2024-01-23,147.04,385.2,168.99
2024-01-24,148.7,390.7,170.5
2024-01-25,151.87,393.18,172.94
2024-01-26,152.185,394.14,172.28
2024-01-29,153.51,401.02,172.73
2024-01-30,151.46,400.06,176.27
2024-01-31,140.1,390.14,174.36
2024-02-01,141.16,394.78,173.73
2024-02-02,142.38,474.99,174.73
2024-02-05,143.68,459.41,174.5
2024-02-06,144.1,454.72,175.1
2024-02-07,145.54,469.59,175.43
2024-02-08,145.91,470,174.8
2024-02-09,149,468.11,175.01
2024-02-12,147.53,468.9,175.79
2024-02-13,145.14,460.12,174.26
2024-02-14,145.94,473.28,176.03
2024-02-15,142.77,484.03,179.87
2024-02-16,140.52,473.32,179.03
2024-02-19,140.52,473.32,179.03
2024-02-20,141.12,471.75,179.73
2024-02-21,142.55,468.03,180.9
2024-02-22,144.09,486.13,183.07
2024-02-23,143.96,484.03,183.99
2024-02-26,137.57,481.74,183.36
2024-02-27,138.88,487.05,183.45
2024-02-28,136.38,484.02,184.38
2024-02-29,138.46,490.13,186.06
2024-03-01,137.14,502.3,185.29
2024-03-04,133.35,498.19,186.68
2024-03-05,132.67,490.22,188.55
2024-03-06,131.4,496.09,189.53
2024-03-07,134.38,512.19,187.87
2024-03-08,135.41,505.95,188.22
2024-03-11,137.67,483.59,188.29
2024-03-12,138.5,499.75,189.84
2024-03-13,139.79,495.57,191.38
2024-03-14,143.1,491.83,187.97
2024-03-15,141.18,484.1,190.3
2024-03-18,147.68,496.98,192.66
2024-03-19,147.03,496.24,193.79
2024-03-20,148.74,505.52,196.33
2024-03-21,147.6,507.76,199.06
2024-03-22,150.77,509.58,196.62
2024-03-25,150.07,503.02,194.82
2024-03-26,150.67,495.89,195.73
2024-03-27,150.87,493.86,199.52
2024-03-28,150.93,485.58,200.3
2024-03-29,150.93,485.58,200.3
2024-04-01,155.49,491.35,198.94
2024-04-02,154.56,497.37,198.86
2024-04-03,154.92,506.74,198.3
2024-04-04,150.53,510.92,195.65
2024-04-05,152.5,527.34,197.45
2024-04-08,154.85,519.25,198.48
2024-04-09,156.6,516.9,197.15
2024-04-10,156.14,519.83,195.47
2024-04-11,159.41,523.16,195.43
2024-04-12,157.73,511.9,182.79
2024-04-15,154.86,500.23,182.89
2024-04-16,154.4,499.76,180.8
2024-04-17,155.47,494.17,180.08
2024-04-18,156.01,501.8,181.25
2024-04-19,154.09,481.07,185.8
2024-04-22,156.28,481.73,189.41
2024-04-23,158.26,496.1,192.14
2024-04-24,159.13,493.5,193.08
2024-04-25,156,441.38,193.37
2024-04-26,171.95,443.29,193.49
2024-04-29,166.15,432.62,193.28
2024-04-30,162.78,430.17,191.74
2024-05-01,163.86,439.19,191.86
2024-05-02,166.62,441.68,191.66
2024-05-03,167.24,451.96,190.51
2024-05-06,168.1,465.68,192
2024-05-07,171.25,468.24,191.75
2024-05-08,169.38,472.6,195.65
2024-05-09,169.96,475.42,197.5
2024-05-10,168.65,476.2,198.77
2024-05-13,169.14,468.01,198.73
2024-05-14,170.34,471.85,201.51
2024-05-15,172.51,481.54,202.11
2024-05-16,174.18,473.23,202.47
2024-05-17,176.06,471.91,204.79
2024-05-20,176.92,468.84,195.58
2024-05-21,177.85,464.63,199.52
2024-05-22,176.38,467.78,198.31
2024-05-23,173.55,465.78,196.92
2024-05-24,174.99,478.22,200.71
2024-05-27,174.99,478.22,200.71
2024-05-28,176.4,479.92,199.5
2024-05-29,175.9,474.36,198.11
2024-05-30,172.11,467.05,199.33
2024-05-31,172.5,466.83,202.63
2024-06-03,173.17,477.49,201.82
2024-06-04,173.79,476.99,199.16
2024-06-05,175.41,495.06,197.26
2024-06-06,176.73,493.76,196.91
2024-06-07,174.46,492.96,199.95
2024-06-10,175.01,502.6,199.61
2024-06-11,176.62,507.47,194.36
2024-06-12,177.79,508.84,191.53
2024-06-13,175.16,504.1,193.66
2024-06-14,176.79,504.16,193.78
2024-06-17,177.24,506.63,194.98
2024-06-18,175.09,499.49,197
2024-06-19,175.09,499.49,197
2024-06-20,176.3,501.7,198.67
2024-06-21,179.63,494.78,196.3
2024-06-24,179.22,498.91,198.88
2024-06-25,184.03,510.6,198.07
2024-06-26,183.88,513.12,197.43
2024-06-27,185.41,519.56,199.17
2024-06-28,182.15,504.22,202.26
2024-07-01,182.99,504.68,205.45
2024-07-02,185.24,509.5,208.83
2024-07-03,185.82,509.96,208.69
2024-07-04,185.82,509.96,208.69
2024-07-05,190.6,539.91,204.79
2024-07-08,189.03,529.32,205.17
2024-07-09,188.98,530,207.63
2024-07-10,191.18,534.69,207.8
2024-07-11,185.57,512.7,207.45
2024-07-12,185.07,498.87,204.94
2024-07-15,186.53,496.16,210.05
2024-07-16,183.92,489.79,213.62
2024-07-17,181.02,461.99,216.87
2024-07-18,177.69,475.85,209.98
2024-07-19,177.66,476.79,209.78
2024-07-22,181.67,487.4,210.28
2024-07-23,181.79,488.69,210.33
2024-07-24,172.63,461.27,208.59
2024-07-25,167.28,453.41,208.67
2024-07-26,167,465.7,212.24
2024-07-29,169.53,465.71,210.85
2024-07-30,170.29,463.19,215.19
2024-07-31,171.54,474.83,212.8
2024-08-01,170.76,497.74,207.96
2024-08-02,166.66,488.14,199.14
2024-08-05,159.25,475.73,194.9
2024-08-06,158.29,494.09,200.34
2024-08-07,158.94,488.92,200.4
2024-08-08,162.03,509.63,204.06
2024-08-09,163.67,517.77,205.8
2024-08-12,162.29,515.95,206.19
2024-08-13,164.16,528.54,207.94
2024-08-14,160.37,526.76,210.24
2024-08-15,161.3,537.33,211.55
2024-08-16,162.96,527.42,213.97
2024-08-19,166.67,529.28,215.45
2024-08-20,167.18,526.73,214.52
2024-08-21,165.85,535.16,214.6
2024-08-22,163.8,531.93,216.63
2024-08-23,165.62,528,218.31
2024-08-26,166.16,521.12,219.17
2024-08-27,164.68,519.1,220.18
2024-08-28,162.85,516.78,221.29
2024-08-29,161.78,518.22,222.21
2024-08-30,163.38,521.31,224.8
2024-09-02,163.38,521.31,224.8
2024-09-03,157.36,511.76,220.3
2024-09-04,156.45,512.74,219.33
2024-09-05,157.24,516.86,217.63
2024-09-06,150.92,500.27,212.46
2024-09-09,148.71,504.79,216.81
2024-09-10,148.66,504.79,205.56
2024-09-11,151.16,511.83,207.23
2024-09-12,154.69,525.6,206.6
2024-09-13,157.46,524.62,204.32
2024-09-16,158.06,533.28,207.86
2024-09-17,159.32,536.315,209.25
2024-09-18,159.81,537.95,207.53
2024-09-19,162.14,559.1,210.48
2024-09-20,163.59,561.35,211.09
2024-09-23,161.85,564.41,211.44
2024-09-24,162.29,563.33,211.59
2024-09-25,161.49,568.31,210.19
2024-09-26,162.73,567.84,209.78
2024-09-27,163.95,567.36,210.5
2024-09-30,165.85,572.44,210.86
2024-10-01,166.99,576.47,207.04
2024-10-02,165.86,572.81,207.29
2024-10-03,165.86,582.77,205.23
2024-10-04,167.06,595.94,211.22
2024-10-07,162.98,584.78,210.93
2024-10-08,164.38,592.89,210.75
2024-10-09,161.86,590.51,213.42
2024-10-10,162.08,583.83,212.84
2024-10-11,163.24,589.95,222.29
2024-10-14,164.96,590.42,221.48
2024-10-15,165.46,586.27,222.39
2024-10-16,165.16,576.79,223.64
2024-10-17,162.93,576.93,224.42
2024-10-18,163.42,576.47,225.37
2024-10-21,164.07,575.16,223
2024-10-22,165.14,582.01,224.12
2024-10-23,162.78,563.69,223.41
2024-10-24,162.72,567.78,224.98
2024-10-25,165.27,573.25,222.31
2024-10-28,166.72,578.16,225.5
2024-10-29,169.68,593.28,222.9
2024-10-30,174.46,591.8,224.41
2024-10-31,171.11,567.58,221.92
2024-11-01,171.29,567.16,222.94
2024-11-04,169.24,560.68,219.78
2024-11-05,169.74,572.43,221.49
2024-11-06,176.51,572.05,247.06
2024-11-07,180.75,591.7,236.38
2024-11-08,178.35,589.34,236.98
2024-11-11,180.35,583.17,239.29
2024-11-12,181.62,584.82,239.56
2024-11-13,178.88,580,241.16
2024-11-14,175.58,577.16,241.87
2024-11-15,172.49,554.08,245.31
2024-11-18,175.3,554.4,245.03
2024-11-19,178.12,561.09,243.09
2024-11-20,175.98,565.52,240.78
2024-11-21,167.63,563.09,244.76
2024-11-22,164.76,559.14,248.55
2024-11-25,167.65,565.11,250.29
2024-11-26,169.12,573.54,249.97
2024-11-27,169.23,569.2,249.79
2024-11-28,169.23,569.2,249.79
2024-11-29,168.95,574.32,249.72
