Dates,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
2018-01-22,-1.5462456,-1.570178,-0.8026557,1.0036242,0.3180681,1.069846,-0.27060184,0.9895455,-0.9163503,-1.0957562,-0.6612184,-0.1557917,-1.3832366,-0.33625567,-0.66517264,-0.28739864,0.00065126736,-0.84176147,-1.4476767,-0.3140236,-0.9302192,-1.0543647,1.0445669,0.8112048,-0.6606627,1.6537564,-1.1024548,0.04546123,0.078076765,-0.6363633,0.4972288,-1.045889,-0.36827978,0.34889093,-0.9032254,0.63452256,0.6325394,0.017888278,0.7412615,0.6812648,1.6222184,0.25459367,-0.9786043,-1.2245476,-0.30568463,-2.0013838,-1.4663411,-1.3584492,-0.35342687,0.12194443,-0.21944314,-0.3168803,0.15338461,-1.7209282,0.30141574,1.1626279,2.012569,1.5888035,1.8662925,0.47974968,0.8196101,0.41889775,-1.5575335,0.17540562,1.2209004,0.9376098,-0.17692518,-0.15776572,-0.17660059,-0.45022103,0.3266785,0.252903,0.6505244,-0.10530034,0.37335896,0.44571579,0.26966813,-0.7008495,-1.6848892,0.8728674,-0.32671082,0.19021556,0.2866305,-0.6248547,0.17958197,0.16013637,0.0066268262,-0.18430355,0.16752407,0.39477497,0.25530967,-0.011313534,0.35616612,-0.76698774,-0.060124636,0.7525025,0.2035879,0.4614064,0.928958,-0.26538065,-0.99625695,-0.18793383,-0.11605339,-0.1750147,-1.0127567,0.5452508,-0.012259867,-0.042735364,0.3113673,0.12812352,0.06019678,0.92620355,0.034822848,-0.4840138,-0.007585003,1.2259675,0.2130849,0.024993265,0.20950672,1.4224553,-0.07262501,0.25413972,0.5640702,0.5383532,0.29205784,0.17358413,0.47209433,0.14834519
2018-01-23,-1.5495064,-1.5436628,-0.78281736,0.98135674,0.31619558,1.045708,-0.26423463,0.98368186,-0.91432977,-1.0891528,-0.6593927,-0.16157654,-1.3580811,-0.3339036,-0.6463859,-0.27645856,0.005117923,-0.8615552,-1.4262683,-0.32336795,-0.90999883,-1.041443,1.0108347,0.779171,-0.6652282,1.642694,-1.0958648,0.062313665,0.08099638,-0.6277788,0.48801643,-1.041313,-0.37882754,0.34060037,-0.883859,0.6358648,0.6467742,0.014686672,0.7561675,0.6849215,1.6098629,0.23964518,-0.96646285,-1.1829132,-0.29037493,-1.9862696,-1.4350939,-1.3398736,-0.35426003,0.10992015,-0.17736879,-0.29111844,0.16830012,-1.7005075,0.30616212,1.1673677,1.9818895,1.5938686,1.8281031,0.45314005,0.79186946,0.4139529,-1.5175145,0.1842601,1.1952353,0.92431164,-0.18284991,-0.14310414,-0.18373491,-0.45254067,0.29877093,0.26432937,0.6380843,-0.094400406,0.37137455,0.460873,0.24051785,-0.67612803,-1.6683177,0.86244005,-0.34039724,0.19717266,0.31440955,-0.61457634,0.1588344,0.16659778,-0.020565674,-0.18552595,0.14300746,0.41006786,0.2523082,0.00645726,0.3340956,-0.7688811,-0.033717398,0.7616651,0.1823371,0.47291234,0.9067604,-0.26330256,-1.0033689,-0.17301705,-0.1189167,-0.16608125,-1.0118285,0.54518986,-0.031009184,-0.05328574,0.29258233,0.15027086,0.06966459,0.93094873,-0.008471186,-0.47148472,-0.011443974,1.2232031,0.19416979,0.04742425,0.2095559,1.4015299,-0.1094064,0.26707095,0.553326,0.52625763,0.29270947,0.18710278,0.4501865,0.14360097
2018-01-24,-1.5623884,-1.5254562,-0.74928904,0.9796633,0.27368307,1.0077915,-0.25207704,0.99605674,-0.93880177,-1.0538967,-0.677456,-0.14003624,-1.3330951,-0.35415232,-0.69932616,-0.24020329,-0.014988914,-0.8938001,-1.4260689,-0.32243794,-0.9181232,-1.0691398,0.9813974,0.7543627,-0.6592487,1.6121501,-1.1259508,0.100035325,0.09650352,-0.6555992,0.47885755,-1.0362103,-0.4104068,0.2955082,-0.852367,0.62084526,0.6707945,-0.06091622,0.7893894,0.73127013,1.6043069,0.18774235,-0.93581223,-1.1461582,-0.3027943,-1.9763812,-1.415442,-1.3117261,-0.3043831,0.040582426,-0.14720932,-0.23743308,0.20159642,-1.6573434,0.2843642,1.1657209,1.9361639,1.5796669,1.7725551,0.41870338,0.74919343,0.43372566,-1.5015258,0.2241683,1.1626427,0.9251977,-0.15269333,-0.07823427,-0.20585187,-0.44355664,0.25340766,0.22349203,0.6330793,-0.049245324,0.34744406,0.481169,0.16839617,-0.634309,-1.6277642,0.87669533,-0.3926734,0.14749777,0.33774823,-0.6361096,0.12163369,0.21805719,-0.07434092,-0.12440667,0.13208637,0.40720618,0.22436428,0.054498386,0.36277264,-0.74107844,0.011210302,0.79538757,0.21048354,0.4705379,0.95309365,-0.27854824,-0.99798954,-0.2103155,-0.14421278,-0.13545573,-0.992728,0.58412236,-0.042823195,-0.026339848,0.24479705,0.18986762,0.08642325,0.93314224,0.016369788,-0.4284682,-0.042007178,1.2266612,0.15479207,0.05812652,0.23948573,1.3829556,-0.14591601,0.28503442,0.49555025,0.5588664,0.2607696,0.2329222,0.4095276,0.1666072
2018-01-25,-1.5699582,-1.5449357,-0.75107193,0.9733962,0.27747527,0.9963219,-0.23332748,0.99638855,-0.94098246,-1.046787,-0.6837646,-0.13186496,-1.3370986,-0.3485363,-0.7045988,-0.2365289,-0.02724363,-0.9056587,-1.4346098,-0.31411347,-0.90813154,-1.0786033,0.9757806,0.74175966,-0.65465033,1.6062672,-1.1348654,0.11083513,0.10452633,-0.6614233,0.47499394,-1.0402728,-0.43517193,0.2962673,-0.83668673,0.62479,0.67757523,-0.08172995,0.8021058,0.74889135,1.6021669,0.18701139,-0.93771744,-1.1492794,-0.307999,-1.9967811,-1.4115558,-1.3048301,-0.29356065,0.028680457,-0.14323372,-0.2314462,0.21813923,-1.6614306,0.29901955,1.173353,1.9276254,1.5782797,1.7540681,0.4188559,0.73451865,0.43273574,-1.4907055,0.23886812,1.1401765,0.9362223,-0.14643843,-0.07494123,-0.22214362,-0.4324889,0.24521132,0.20988217,0.6160152,-0.040250957,0.3535932,0.48715118,0.15511847,-0.6295926,-1.6316378,0.8807477,-0.41047168,0.1444597,0.34508702,-0.6412999,0.11342949,0.22995211,-0.0842627,-0.123684935,0.13677476,0.40946037,0.22767891,0.05688396,0.3860739,-0.73971546,0.007988572,0.808938,0.21491791,0.4674544,0.9697504,-0.2865,-0.9801382,-0.21952522,-0.14479761,-0.1123184,-0.997178,0.5743728,-0.042760722,-0.011702411,0.22521102,0.20098186,0.09686546,0.9345907,0.018442221,-0.41336137,-0.037112556,1.2346282,0.1564161,0.06698529,0.2558849,1.3955272,-0.15550642,0.2845623,0.48695558,0.55785465,0.24777785,0.22578017,0.39615497,0.16197327
2018-01-26,-1.5711377,-1.5628288,-0.7708831,0.96807873,0.29324734,1.0123811,-0.2288436,0.98806304,-0.929057,-1.0296365,-0.6655669,-0.12288696,-1.3376398,-0.352433,-0.69478416,-0.22804861,-0.025931451,-0.88530636,-1.4244943,-0.31661332,-0.89825433,-1.0843072,0.97724473,0.747749,-0.6677874,1.6052184,-1.1152883,0.09296547,0.09255026,-0.64963824,0.48218584,-1.0251949,-0.43609425,0.30507037,-0.83467555,0.6241603,0.6582253,-0.0835298,0.80177164,0.7213304,1.6024437,0.189619,-0.93110937,-1.1508448,-0.32219565,-1.9797685,-1.4272933,-1.3139229,-0.31344837,0.02496228,-0.15752463,-0.21926594,0.21709517,-1.6798296,0.2882133,1.1548855,1.9235783,1.5884304,1.7847763,0.43303347,0.7542158,0.43724185,-1.4992197,0.22129871,1.1609262,0.92871535,-0.16715837,-0.08203127,-0.20967388,-0.41904855,0.26086777,0.22859049,0.60804945,-0.044419013,0.3490429,0.48897856,0.1615613,-0.6358443,-1.640414,0.90343595,-0.3908049,0.1442143,0.33223343,-0.63477457,0.10556689,0.21462107,-0.07819425,-0.118728906,0.13642867,0.4016692,0.22539121,0.046786003,0.37364143,-0.7628016,-0.0010646917,0.7783774,0.21377128,0.47808743,0.950566,-0.27420327,-0.98731685,-0.19984177,-0.14047027,-0.12851197,-0.9902694,0.57622695,-0.042210683,-0.0118704215,0.2518844,0.18162258,0.0698749,0.9361564,0.030448686,-0.41953427,-0.03202071,1.2241435,0.15902545,0.057522587,0.24708621,1.3980651,-0.1458472,0.271823,0.48344415,0.5628809,0.273457,0.20553511,0.41549993,0.17607711
2018-01-29,-1.5652537,-1.5652902,-0.7803315,0.9858341,0.30752134,1.0403323,-0.22810371,0.9881046,-0.93386173,-1.0380111,-0.6704154,-0.12182918,-1.360723,-0.33894056,-0.69653237,-0.23417121,-0.024585908,-0.8756735,-1.4395185,-0.30170447,-0.907658,-1.0848408,0.9885471,0.7652094,-0.6682496,1.6211944,-1.130306,0.07903913,0.08562067,-0.65474117,0.47317976,-1.0395995,-0.42831093,0.31563804,-0.8512906,0.64448977,0.66350275,-0.07610506,0.8025954,0.7283924,1.6028212,0.1948246,-0.94068074,-1.1687915,-0.32639974,-2.0010645,-1.4448516,-1.327123,-0.3170431,0.015716864,-0.16322342,-0.22628814,0.21442574,-1.6947266,0.28501102,1.157058,1.9405415,1.5942116,1.8055303,0.44519883,0.74471366,0.44318932,-1.5179372,0.22664073,1.1744976,0.930166,-0.16648589,-0.07667955,-0.20367539,-0.42916232,0.2764299,0.23317637,0.6223642,-0.049662247,0.35417834,0.49042282,0.16805226,-0.645718,-1.6510277,0.920824,-0.39544582,0.15018435,0.33144546,-0.63576174,0.10948855,0.22346309,-0.07798715,-0.12663966,0.13780108,0.40674967,0.23183936,0.035597242,0.38283175,-0.76666176,-0.007254185,0.7739567,0.20290591,0.47392187,0.9453374,-0.28176558,-0.9937391,-0.20470844,-0.13095427,-0.11211354,-0.9990374,0.5633157,-0.044352777,-0.025934853,0.26179922,0.17843765,0.07317869,0.94865334,0.027751608,-0.42374983,-0.028275698,1.2446809,0.15393364,0.039366003,0.24519943,1.413349,-0.14170823,0.27549508,0.49321103,0.5557375,0.28654727,0.19678514,0.4235432,0.15625823
2018-01-30,-1.5619409,-1.5660632,-0.79943836,0.99967784,0.3313741,1.0717391,-0.23737584,0.9736151,-0.9144708,-1.0574725,-0.6650878,-0.1322702,-1.3826694,-0.3223713,-0.66308784,-0.26171625,-0.027736235,-0.8453324,-1.426234,-0.2843222,-0.9099503,-1.0746706,1.0276027,0.7691221,-0.66461945,1.6518135,-1.109932,0.044646963,0.07991843,-0.6441591,0.4920141,-1.0579195,-0.41011596,0.3295605,-0.89816713,0.6547909,0.6680219,-0.031924225,0.7894343,0.71265227,1.5917557,0.22848846,-0.96733755,-1.2084147,-0.33343208,-2.0380747,-1.457095,-1.3531547,-0.34401363,0.055701055,-0.18860222,-0.25804576,0.17480543,-1.7167442,0.29188615,1.1624955,1.974424,1.6039432,1.8443131,0.47268283,0.7777947,0.42853492,-1.5379659,0.19162825,1.1971939,0.93021226,-0.180914,-0.11246538,-0.18045416,-0.44927725,0.31093168,0.24757299,0.64227784,-0.08872716,0.3641194,0.4754936,0.22224516,-0.6760428,-1.6692687,0.9238296,-0.36946145,0.18265186,0.30132437,-0.62315583,0.1251739,0.18788302,-0.04301791,-0.17179206,0.15911868,0.38835406,0.24748081,0.0075255167,0.35285485,-0.7757466,-0.031329717,0.75700474,0.18079029,0.47707987,0.9267773,-0.26932546,-0.98656017,-0.19653046,-0.11599923,-0.12839329,-1.0120091,0.54340464,-0.039357923,-0.05393811,0.27801785,0.15027502,0.054982796,0.9527001,0.04440883,-0.4402768,0.0029219035,1.2690701,0.18324295,0.030104665,0.24306756,1.428535,-0.112213135,0.27308923,0.5165205,0.5465622,0.29053086,0.17624652,0.45949033,0.13272342
2018-01-31,-1.560678,-1.5501075,-0.80815554,1.0103682,0.34368077,1.0800507,-0.23914069,0.96584517,-0.9126496,-1.0682567,-0.66027534,-0.13287362,-1.394457,-0.31683213,-0.64548165,-0.27177802,-0.025326973,-0.84038603,-1.427246,-0.27901766,-0.9118216,-1.065941,1.0242883,0.7640876,-0.6688794,1.6764493,-1.1166712,0.03837485,0.07871545,-0.6388976,0.48389828,-1.0611095,-0.3903894,0.3506667,-0.89116585,0.6603085,0.6584047,-0.011134353,0.7614791,0.6993796,1.6079699,0.23027709,-0.98133504,-1.2210073,-0.32992285,-2.0436118,-1.457228,-1.3732061,-0.3545159,0.074735835,-0.1917407,-0.26848447,0.16743097,-1.7210933,0.29305604,1.1619632,1.9843073,1.6056335,1.8595588,0.47698495,0.7804422,0.42421198,-1.5320508,0.1804527,1.2051969,0.92062587,-0.18795106,-0.1359959,-0.18910603,-0.4462304,0.31707978,0.26043403,0.63817006,-0.09748535,0.37625092,0.4703148,0.24032697,-0.68949395,-1.6794379,0.9342414,-0.36853996,0.20089372,0.29985315,-0.6198853,0.14104052,0.17564714,-0.02180319,-0.19090028,0.16352466,0.39275748,0.24924874,-0.007782603,0.35228324,-0.78917,-0.037656914,0.7574027,0.17860389,0.4647029,0.9130465,-0.26902828,-0.97926617,-0.18339628,-0.11175209,-0.13834722,-1.0237552,0.52631056,-0.034405347,-0.053471602,0.28987804,0.14137137,0.05293449,0.96149695,0.030481132,-0.45215973,0.018353498,1.2703651,0.18735471,0.041999143,0.22223943,1.432339,-0.09967622,0.26643822,0.5356611,0.5315732,0.29685083,0.17018335,0.45926455,0.12190165
2018-02-01,-1.5469962,-1.5159698,-0.7753379,1.008146,0.31959626,1.0405712,-0.24527797,0.9733238,-0.9226818,-1.0306637,-0.65825176,-0.11808325,-1.3535581,-0.3282787,-0.66260564,-0.24533895,-0.04266849,-0.85705745,-1.4058263,-0.29598552,-0.90727663,-1.05639,0.9782855,0.7466934,-0.6669233,1.6451471,-1.1064568,0.054937687,0.075886294,-0.6594019,0.45572233,-1.0407865,-0.39067626,0.30678758,-0.8675028,0.6511923,0.6458211,-0.049179405,0.7703075,0.7140684,1.6120465,0.21106647,-0.94941187,-1.1835582,-0.3297301,-1.9998274,-1.4224662,-1.3586596,-0.33619532,0.05429769,-0.15920474,-0.23550123,0.18978858,-1.6750295,0.2794888,1.1396551,1.9363468,1.5673949,1.8181257,0.4466629,0.7534773,0.4365695,-1.5108917,0.19679955,1.1901323,0.89580834,-0.17759997,-0.10145545,-0.17349415,-0.4336849,0.302987,0.25478157,0.61762905,-0.06530911,0.34504032,0.4804718,0.22112314,-0.6594368,-1.6569504,0.92307293,-0.37099272,0.1831325,0.32476607,-0.61965513,0.117858976,0.19072255,-0.044270106,-0.14019153,0.14756514,0.38488662,0.22956708,0.01013292,0.37409663,-0.7697051,-0.008559433,0.74461025,0.19410048,0.4682386,0.93036497,-0.26852477,-0.9737356,-0.1981278,-0.13073128,-0.14777079,-0.99914813,0.5476608,-0.049285986,-0.0363177,0.24572688,0.14829746,0.05632075,0.9417586,0.00025653746,-0.4168119,-0.014200176,1.2403979,0.163229,0.039480276,0.21656448,1.4091258,-0.12203423,0.2804107,0.5179657,0.5406501,0.27600622,0.19029793,0.42832625,0.15874586
2018-02-02,-1.5410633,-1.5058805,-0.7962947,0.9762523,0.34422886,1.0330825,-0.25379568,0.9603156,-0.8945338,-1.03388,-0.6395396,-0.1347585,-1.354368,-0.34386048,-0.6122289,-0.26803958,-0.047994133,-0.835734,-1.3655398,-0.29826456,-0.90682423,-1.0387495,1.0040581,0.73662853,-0.6606425,1.6548713,-1.0541081,0.030289005,0.066102654,-0.6358322,0.4842834,-1.0259053,-0.3790065,0.30048704,-0.8880879,0.65996003,0.6299478,-0.028279543,0.7507208,0.6732364,1.5881671,0.22779858,-0.98030424,-1.1921183,-0.33518004,-1.9918861,-1.4239875,-1.3511426,-0.3738792,0.09357154,-0.1786432,-0.24628459,0.16445608,-1.6806656,0.30976233,1.1155598,1.9398751,1.5428336,1.8366878,0.4448222,0.7870444,0.413495,-1.5126224,0.1482576,1.2131928,0.88464725,-0.21083517,-0.13349561,-0.16645718,-0.4360381,0.33885813,0.28722778,0.6272461,-0.09145518,0.35895997,0.46790025,0.2658291,-0.66188,-1.6768767,0.92883897,-0.34063578,0.20656878,0.2999193,-0.6044656,0.13283078,0.14120716,0.002639362,-0.16803673,0.1642746,0.3764007,0.2532214,-0.0039129034,0.34079352,-0.78314996,-0.026720056,0.72188807,0.17804012,0.48129714,0.89476097,-0.2529149,-0.9571215,-0.1605955,-0.11957625,-0.17114624,-1.0063229,0.55622274,-0.036765717,-0.043328397,0.27701086,0.14080718,0.015891816,0.9243719,-0.008070546,-0.42873058,-0.0035194056,1.2452601,0.2024984,0.03198419,0.20933442,1.3863001,-0.09969658,0.27560654,0.52636373,0.51276934,0.2859236,0.17854446,0.44438705,0.16095126
2018-02-05,-1.5087502,-1.476649,-0.775211,0.9715821,0.33990642,0.99772084,-0.24094647,0.94002503,-0.8749161,-1.0036234,-0.6398177,-0.12051106,-1.317068,-0.3635875,-0.6031037,-0.2388321,-0.06263699,-0.8321314,-1.3346405,-0.3155271,-0.9019581,-1.0350356,0.97026813,0.7132289,-0.6418065,1.6354737,-1.0328841,0.05306519,0.07583662,-0.6389332,0.49929035,-1.0140166,-0.3807206,0.27388206,-0.8799533,0.6534082,0.622116,-0.062326804,0.74026716,0.66100484,1.5528736,0.22629124,-0.9501051,-1.1444998,-0.3448097,-1.9521728,-1.3792391,-1.3226237,-0.34961134,0.071987525,-0.16342261,-0.22303632,0.1480963,-1.6131752,0.3070018,1.0757765,1.8933539,1.5038507,1.8041072,0.4149412,0.7616586,0.42453215,-1.4895656,0.14787808,1.1869719,0.8598474,-0.21117666,-0.10336463,-0.17388144,-0.4064219,0.31306708,0.28735673,0.599128,-0.076256156,0.369421,0.4685684,0.2492194,-0.6266987,-1.6539842,0.93669826,-0.328998,0.20975475,0.31205994,-0.6077783,0.12957095,0.14078538,0.008857804,-0.12373915,0.16436997,0.36414447,0.22673061,0.025789568,0.34530008,-0.75003314,-0.03229563,0.7090773,0.14973277,0.49046993,0.9250136,-0.29343152,-0.93434703,-0.15997393,-0.13266283,-0.21072361,-0.9996008,0.5828532,-0.05247554,-0.032840323,0.26325184,0.14150937,-0.026410425,0.9175763,-0.012614869,-0.42173764,-0.030211298,1.2208141,0.21787229,0.03243437,0.20215082,1.358238,-0.12692228,0.28255087,0.48634818,0.48943534,0.27254358,0.19537528,0.42087364,0.1793811
2018-02-06,-1.4990478,-1.4930212,-0.7667732,1.0162339,0.3507841,0.99714214,-0.23542641,0.9576461,-0.87293535,-1.0318768,-0.66144794,-0.12009958,-1.3265166,-0.37264606,-0.6034639,-0.2343155,-0.070891306,-0.85740113,-1.3647028,-0.30920193,-0.91793454,-1.0726272,0.94387364,0.7342993,-0.65229,1.6622316,-1.0590744,0.0886501,0.10690807,-0.6537446,0.51421523,-1.04216,-0.36771896,0.268129,-0.8708028,0.6877918,0.61244065,-0.07100171,0.7183532,0.65025246,1.6007072,0.23740941,-0.95277864,-1.1449627,-0.33788437,-1.9645549,-1.4063783,-1.3520745,-0.33082193,0.07173334,-0.14808789,-0.2280119,0.106226236,-1.6138222,0.30814594,1.1012836,1.914921,1.5255679,1.8190659,0.43547505,0.7495481,0.42299625,-1.4737389,0.15460244,1.1771226,0.87354225,-0.2062027,-0.13486436,-0.21147627,-0.39889383,0.28549826,0.26121852,0.57738787,-0.07953651,0.39066797,0.47136864,0.25132614,-0.64953685,-1.6759608,0.90177095,-0.34451774,0.23050606,0.29974228,-0.6028649,0.17023548,0.12480874,0.0342562,-0.13029991,0.17659742,0.36221546,0.20103726,0.015528677,0.36243933,-0.75272894,-0.0031939393,0.7511487,0.15802738,0.4707037,0.9547399,-0.33204693,-0.93092906,-0.1623037,-0.12935227,-0.21229436,-1.0614463,0.5672362,-0.057087295,-0.003263414,0.28433818,0.123023584,-0.0030907956,0.9748357,-0.0101551,-0.4280831,-0.037935875,1.2011743,0.23833139,0.057688493,0.20258796,1.4009101,-0.13022947,0.26608995,0.5076614,0.48988724,0.25346297,0.20980702,0.39610082,0.19171304
2018-02-07,-1.4860522,-1.4696001,-0.75130415,0.9990736,0.3374179,0.9830333,-0.23640917,0.9594307,-0.87266994,-1.0110475,-0.6651392,-0.112491906,-1.3013003,-0.376046,-0.5972009,-0.22170618,-0.078428745,-0.8504569,-1.3534689,-0.3305987,-0.91381174,-1.0623115,0.92892754,0.747452,-0.64666533,1.6421776,-1.0441824,0.10331464,0.09126598,-0.6478971,0.5183691,-0.9974912,-0.37504518,0.2615972,-0.8741019,0.6818722,0.60611856,-0.046180315,0.705444,0.6213419,1.5972437,0.2519883,-0.9225742,-1.1345744,-0.33539918,-1.9329131,-1.3976642,-1.3362007,-0.3463831,0.0858406,-0.1513398,-0.22886565,0.10372475,-1.6101825,0.2956202,1.0917639,1.9122733,1.5152494,1.8004351,0.4163467,0.7740412,0.4140923,-1.4613148,0.1494858,1.1394693,0.87397647,-0.20094335,-0.11150767,-0.20152394,-0.39954218,0.26560485,0.2580104,0.5691911,-0.0735635,0.36165714,0.467165,0.24082011,-0.62940145,-1.6634083,0.875066,-0.34896958,0.22268595,0.3053409,-0.5969629,0.15055214,0.09635554,0.01970762,-0.113715455,0.18090567,0.35332853,0.20074508,0.016892307,0.35752404,-0.73583275,0.014149518,0.73825735,0.16918164,0.4619804,0.94977987,-0.30105233,-0.9148103,-0.15133753,-0.1305655,-0.23808439,-1.0534151,0.5626637,-0.047192566,-0.021482078,0.2825226,0.1208937,0.0036736233,0.9549464,-0.014019658,-0.42677116,-0.026430186,1.1903766,0.2468458,0.05396899,0.20229468,1.3698664,-0.14240758,0.2691508,0.49993885,0.4844848,0.24489158,0.20207812,0.3813656,0.20123863
2018-02-08,-1.5070152,-1.4867313,-0.76084185,1.0022628,0.3268481,0.9904264,-0.240558,0.9571456,-0.89100605,-1.0183679,-0.67188156,-0.112538606,-1.3153293,-0.37647712,-0.6038737,-0.23370689,-0.07524125,-0.84397376,-1.3650322,-0.3379153,-0.92897373,-1.0657836,0.929006,0.76242775,-0.64985067,1.6538934,-1.0651368,0.10682191,0.09148179,-0.6503378,0.51635164,-0.997942,-0.3703267,0.27705723,-0.8914268,0.6967611,0.6098067,-0.037306674,0.7036532,0.6352248,1.6128668,0.2628618,-0.93063986,-1.1473994,-0.3365426,-1.9325724,-1.4129571,-1.3569489,-0.34491274,0.08235085,-0.14270309,-0.23071046,0.10762312,-1.6200514,0.30295357,1.0959167,1.9294448,1.5268564,1.8157878,0.4117956,0.7781123,0.422438,-1.4759331,0.16216639,1.1420051,0.87500876,-0.192323,-0.104181916,-0.201831,-0.4146864,0.2708493,0.25213778,0.58152735,-0.077104464,0.36004516,0.4741871,0.24750936,-0.63817686,-1.6690995,0.8850621,-0.3649652,0.21808589,0.31167462,-0.60769045,0.15954527,0.10780046,0.021634134,-0.12152712,0.18515825,0.35987338,0.2091984,0.013440533,0.3644626,-0.73798376,0.025161311,0.7506968,0.17035773,0.4622056,0.94694674,-0.29113752,-0.926604,-0.16711797,-0.12651299,-0.23190303,-1.058599,0.5564319,-0.043975163,-0.030263897,0.2928451,0.12425682,0.0069488343,0.96220315,-0.0036626104,-0.44404274,-0.024987929,1.2030525,0.23897983,0.061722595,0.20489025,1.3688657,-0.13567235,0.26743162,0.49939668,0.48698527,0.2495772,0.20581031,0.38339907,0.20559159
2018-02-09,-1.4838097,-1.5239002,-0.757282,0.99726105,0.31301498,0.9500843,-0.23038988,0.95370245,-0.8819356,-1.0015738,-0.67864203,-0.12194726,-1.3029678,-0.38769132,-0.5857816,-0.23265523,-0.06992236,-0.85305667,-1.3521113,-0.35725635,-0.8941125,-1.0887187,0.88584113,0.7312739,-0.64485395,1.6238889,-1.0551293,0.13108286,0.09574832,-0.66903025,0.5152639,-1.0246265,-0.37090135,0.28994954,-0.8827905,0.6672324,0.5949794,-0.051192805,0.7070665,0.6458156,1.6163938,0.2426195,-0.91791594,-1.1116459,-0.33025193,-1.9147356,-1.3384904,-1.3680533,-0.30547386,0.09718058,-0.11667593,-0.22324085,0.12859145,-1.5738465,0.29610822,1.099889,1.8865209,1.5149572,1.7969161,0.3640861,0.7447038,0.43674856,-1.4454985,0.16698918,1.1171206,0.8677231,-0.20050411,-0.074305035,-0.21496382,-0.39258677,0.280792,0.24361598,0.5749361,-0.0578429,0.33861685,0.47774038,0.22330835,-0.5952445,-1.6412141,0.88044167,-0.3796036,0.18214443,0.35088438,-0.6128695,0.12590784,0.12968546,0.020297084,-0.11049323,0.18767335,0.35043335,0.17671543,0.01804502,0.36158648,-0.7489195,0.0320201,0.77709043,0.17683181,0.47427815,0.9520246,-0.30296397,-0.9056715,-0.1567831,-0.14565516,-0.25048846,-1.0180622,0.55482024,-0.04873165,0.0030737985,0.27518898,0.12383642,0.010190042,0.95341563,0.0069073364,-0.435766,-0.028366528,1.1762824,0.21561642,0.08556597,0.18578672,1.3792791,-0.11207086,0.23671755,0.46916142,0.4936968,0.21458057,0.21103188,0.375776,0.24721077
2018-02-12,-1.4665735,-1.5045309,-0.73450077,0.98782814,0.29472157,0.9288796,-0.21948645,0.96454746,-0.8811148,-0.9798497,-0.6801537,-0.115976274,-1.2782662,-0.3903313,-0.5896979,-0.2222076,-0.0725866,-0.8620465,-1.3514886,-0.37213612,-0.8892689,-1.0753282,0.8562363,0.7295865,-0.64520806,1.602949,-1.052678,0.15395692,0.08345358,-0.65800333,0.5061524,-1.0005784,-0.37684253,0.27924892,-0.8836334,0.64800227,0.5729432,-0.058826983,0.6910516,0.62780404,1.5963917,0.2402269,-0.9087935,-1.0936105,-0.33890957,-1.8829563,-1.3246889,-1.3415442,-0.29519048,0.095907435,-0.11243519,-0.20997062,0.12290408,-1.5513662,0.28310978,1.0976028,1.8629327,1.4891391,1.7565169,0.34197488,0.742959,0.4276843,-1.4222158,0.17700475,1.0907084,0.86176777,-0.20217016,-0.057464078,-0.20840085,-0.37498358,0.24873838,0.24333188,0.55344653,-0.03466799,0.326435,0.47363153,0.19752285,-0.5609933,-1.6056931,0.8500762,-0.37531725,0.16835022,0.3569147,-0.6072798,0.10980323,0.14289895,0.004544924,-0.08813067,0.1842264,0.34473366,0.17018741,0.037755635,0.37317812,-0.7287894,0.05569887,0.7854895,0.19800854,0.46140897,0.9581226,-0.29874718,-0.88347226,-0.15550755,-0.15146613,-0.25073066,-0.9983869,0.55676186,-0.04841118,0.004361445,0.24586758,0.13689905,0.01738539,0.94579506,0.008844196,-0.41152725,-0.03933726,1.1479628,0.21428946,0.07724555,0.19510847,1.3603344,-0.12639311,0.24444924,0.46494544,0.48810568,0.20274617,0.20522949,0.36031327,0.24149553
